,genre_name,id,vote_average,popularity,pal_intensity_1,pal_intensity_2,pal_intensity_3,pal_intensity_4,pal_intensity_5,avg_red,avg_blue,avg_green
1513,Drama,30020,7.0,0.294379,470,468,488,467,473,241.19999999999999,189.40000000000001,42.600000000000001
1514,Thriller,27297,5.2,0.522017,0,3,1,6,1,0.80000000000000004,0.80000000000000004,0.59999999999999998
1515,Action,8007,6.0,2.06118,40,43,51,51,43,13.4,15.800000000000001,16.399999999999999
1516,Romance,22947,6.7,2.43494,74,77,0,71,80,20.399999999999999,18.800000000000001,21.199999999999999
1517,Animation,421281,7.9,0.202569,0,3,35,38,41,9.1999999999999993,8.5999999999999996,5.5999999999999996
1518,Comedy,45649,5.7,0.663989,30,33,27,36,33,14.0,9.1999999999999993,8.5999999999999996
1519,Drama,10060,6.3,0.524943,0,3,201,198,168,38.0,38.0,38.0
1520,Thriller,13975,5.9,1.064682,3,0,710,707,713,147.19999999999999,145.40000000000001,134.0
1521,Documentary,159004,7.0,0.812692,640,617,614,643,620,228.40000000000001,219.19999999999999,179.19999999999999
1522,Action,16869,7.8,6.341795,765,762,759,753,756,253.0,253.0,253.0
1523,Thriller,121606,6.4,0.503492,80,77,83,94,86,29.800000000000001,28.199999999999999,26.0
1524,Romance,14533,6.7,0.937654,3,0,6,270,273,57.200000000000003,27.199999999999999,26.0
1525,Action,49021,6.0,2.685762,0,25,2,1,1,1.2,1.2,3.3999999999999999
1526,Romance,27902,4.9,0.7661,667,671,668,678,724,208.40000000000001,230.59999999999999,242.59999999999999
1527,Comedy,34769,6.4,0.876505,51,262,58,68,65,60.600000000000001,17.0,23.199999999999999
1528,Animation,113594,5.6,1.163238,545,547,471,476,542,162.0,210.19999999999999,144.0
1529,Thriller,136911,5.4,1.130647,12,18,0,15,9,3.6000000000000001,3.6000000000000001,3.6000000000000001
1530,Romance,20453,7.7,1.751155,765,762,763,764,757,254.19999999999999,254.40000000000001,253.59999999999999
1531,Action,49047,7.4,6.296472,29,25,30,33,28,10.4,8.0,10.6
1532,Comedy,178682,6.2,0.62775,22,25,86,197,84,8.8000000000000007,29.199999999999999,44.799999999999997
1533,Drama,157843,6.0,0.860979,674,671,668,664,661,218.40000000000001,226.0,223.19999999999999
1534,Thriller,354979,4.9,0.995438,17,20,22,21,19,2.0,0.40000000000000002,17.399999999999999
1535,Documentary,1781,6.6,0.604013,19,22,16,388,391,47.600000000000001,54.600000000000001,65.0
1536,Drama,266082,6.5,0.242397,765,763,13,33,16,105.2,105.8,107.0
1537,Romance,20036,4.7,2.086419,765,762,762,764,759,254.40000000000001,253.80000000000001,254.19999999999999
1538,Action,13291,6.6,1.950824,0,1,3,2,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
1539,Comedy,158914,5.2,0.72918,0,1,1,3,4,1.2,0.40000000000000002,0.20000000000000001
1540,Romance,13132,5.7,0.586336,765,597,597,763,595,255.0,230.40000000000001,178.0
1541,Thriller,8923,7.0,2.014943,2,34,25,28,37,7.2000000000000002,8.0,10.0
1542,Thriller,21781,6.7,0.097166,0,9,6,3,8,1.3999999999999999,1.8,2.0
1543,Comedy,329833,4.7,1.396865,0,2,4,5,328,19.800000000000001,22.399999999999999,25.600000000000001
1544,Thriller,373314,5.2,1.422318,38,41,17,18,16,14.800000000000001,5.4000000000000004,5.7999999999999998
1545,Comedy,347689,6.0,0.416961,759,725,751,762,756,248.19999999999999,251.40000000000001,251.0
1546,Thriller,343921,4.7,0.262852,744,172,169,175,160,85.0,106.8,92.200000000000003
1547,Thriller,203834,5.1,1.397001,0,3,4,6,7,1.6000000000000001,1.6000000000000001,0.80000000000000004
1548,Romance,10989,6.6,0.529286,765,24,762,764,27,154.80000000000001,156.59999999999999,157.0
1549,Drama,168676,5.4,0.85622,0,3,3,765,1,51.799999999999997,51.200000000000003,51.399999999999999
1550,Thriller,122369,4.3,0.849164,0,3,1,6,9,1.2,1.3999999999999999,1.2
1551,Romance,12159,6.7,1.907701,754,756,752,747,744,250.0,250.0,250.59999999999999
1552,Thriller,331583,6.1,2.362248,21,25,25,24,44,4.2000000000000002,7.2000000000000002,16.399999999999999
1553,Comedy,3638,6.0,0.616245,29,39,707,26,23,58.200000000000003,53.200000000000003,53.399999999999999
1554,Action,99861,7.3,8.419473,687,684,27,681,705,186.40000000000001,184.59999999999999,185.80000000000001
1555,Drama,128158,5.8,0.577237,0,3,6,603,584,83.200000000000003,80.799999999999997,75.200000000000003
1556,Action,40170,6.9,0.244826,0,3,6,9,12,2.0,2.0,2.0
1557,Romance,37056,6.5,1.296408,645,642,649,639,609,248.0,215.40000000000001,173.40000000000001
1558,Comedy,18065,5.3,1.191119,84,87,93,99,90,30.199999999999999,30.199999999999999,30.199999999999999
1559,Thriller,288281,5.2,0.567553,3,5,6,9,2,1.2,0.80000000000000004,3.0
1560,Action,11650,5.8,1.088474,765,0,763,3,2,102.2,102.2,102.2
1561,Comedy,9641,5.7,1.306083,765,764,764,763,762,254.19999999999999,254.80000000000001,254.59999999999999
1562,Documentary,23128,7.9,0.860681,0,2,1,1,8,0.20000000000000001,0.20000000000000001,2.0
1563,Animation,14128,5.5,2.107104,487,484,481,490,493,89.0,182.0,216.0
1564,Animation,262841,5.8,4.89098,670,679,667,664,661,197.80000000000001,232.0,238.40000000000001
1565,Thriller,23382,5.3,0.809001,0,2,761,3,9,51.799999999999997,51.600000000000001,51.600000000000001
1566,Action,56292,6.7,4.977519,0,765,1,1,3,51.399999999999999,51.399999999999999,51.200000000000003
1567,Comedy,103370,6.1,0.399709,765,762,759,756,764,253.80000000000001,253.59999999999999,253.80000000000001
1568,Romance,23966,5.6,0.547581,765,764,763,764,615,245.19999999999999,246.0,243.0
1569,Drama,3902,6.5,1.896261,765,3,0,22,762,103.2,103.40000000000001,103.8
1570,Drama,10024,7.0,1.33975,309,312,306,287,303,62.399999999999999,127.2,113.8
1571,Thriller,3602,3.7,0.684864,36,33,39,45,30,13.6,13.199999999999999,9.8000000000000007
1572,Romance,280690,6.1,0.674582,30,212,201,101,12,4.7999999999999998,55.399999999999999,51.0
1573,Thriller,11804,5.6,0.402079,0,3,2,6,4,0.59999999999999998,0.59999999999999998,1.8
1574,Action,312526,4.6,0.772743,765,69,90,764,82,116.8,117.59999999999999,119.59999999999999
1575,Comedy,136403,6.5,0.500547,0,314,314,314,317,172.40000000000001,36.399999999999999,43.0
1576,Comedy,291805,6.6,5.429588,74,77,41,21,29,10.4,12.800000000000001,25.199999999999999
1577,Comedy,1969,5.7,1.060455,13,14,11,10,8,11.199999999999999,0.0,0.0
1578,Action,179,6.2,1.788589,0,12,15,18,21,4.4000000000000004,4.4000000000000004,4.4000000000000004
1579,Comedy,43960,5.6,0.125132,764,762,761,378,114,206.80000000000001,182.80000000000001,166.19999999999999
1580,Romance,1903,6.5,2.679636,10,10,13,13,12,0.80000000000000004,6.0,4.7999999999999998
1581,Comedy,4258,4.5,1.756577,300,24,27,21,301,99.799999999999997,15.6,19.199999999999999
1582,Romance,9919,6.3,0.990593,677,676,685,682,708,247.0,238.19999999999999,200.40000000000001
1583,Comedy,192134,5.9,1.103157,246,250,256,251,400,193.19999999999999,42.0,45.399999999999999
1584,Comedy,2698,5.2,2.410115,765,745,754,743,764,247.59999999999999,252.19999999999999,254.40000000000001
1585,Action,244114,5.9,0.46994,9,726,723,12,722,144.19999999999999,146.59999999999999,147.59999999999999
1586,Action,9945,5.8,1.075055,0,3,6,9,9,2.0,1.6000000000000001,1.8
1587,Thriller,92000,5.8,0.676746,0,3,765,2,6,51.600000000000001,51.600000000000001,52.0
1588,Drama,1254,7.2,0.708938,765,762,759,756,763,253.80000000000001,253.80000000000001,253.40000000000001
1589,Thriller,23168,7.0,3.54695,26,23,17,0,3,5.4000000000000004,4.7999999999999998,3.6000000000000001
1590,Comedy,5375,5.4,0.953105,0,1,281,1,284,70.400000000000006,41.600000000000001,1.3999999999999999
1591,Comedy,271718,5.9,4.462307,429,426,432,423,435,151.0,139.0,139.0
1592,Action,52520,6.0,4.639708,0,2,4,6,7,0.40000000000000002,0.0,3.3999999999999999
1593,Romance,298729,6.1,0.182478,765,762,764,764,759,254.19999999999999,254.19999999999999,254.40000000000001
1594,Documentary,134481,8.0,0.200952,17,6,9,14,11,3.3999999999999999,3.3999999999999999,4.5999999999999996
1595,Comedy,33217,5.8,1.631817,765,764,763,764,762,254.59999999999999,254.59999999999999,254.40000000000001
1596,Thriller,124470,4.8,0.381155,7,3,22,14,25,1.2,4.7999999999999998,8.1999999999999993
1597,Thriller,34081,5.8,0.425298,0,3,2,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
1598,Drama,383807,6.4,0.638457,762,19,765,764,764,204.59999999999999,204.80000000000001,205.40000000000001
1599,Comedy,6439,5.1,0.74008,765,668,616,565,0,143.19999999999999,185.40000000000001,194.19999999999999
1600,Action,150004,7.2,0.332581,0,3,2,458,461,0.40000000000000002,82.0,102.40000000000001
1601,Romance,276935,6.4,0.333638,22,19,21,23,25,6.2000000000000002,7.2000000000000002,8.5999999999999996
1602,Comedy,19994,5.2,2.949342,765,762,756,764,759,253.59999999999999,253.80000000000001,253.80000000000001
1603,Action,9946,5.4,1.10728,0,3,20,6,18,3.7999999999999998,4.2000000000000002,1.3999999999999999
1604,Thriller,13252,5.8,1.02559,765,85,91,88,764,115.0,119.40000000000001,124.2
1605,Romance,14844,6.1,0.565797,759,756,753,762,671,242.19999999999999,246.59999999999999,251.40000000000001
1606,Documentary,54293,7.1,0.353505,0,765,3,6,762,102.40000000000001,102.40000000000001,102.40000000000001
1607,Thriller,2275,6.0,1.445848,14,12,16,1,19,4.4000000000000004,2.6000000000000001,5.4000000000000004
1608,Comedy,11042,6.5,1.000575,247,762,144,162,759,123.2,140.0,151.59999999999999
1609,Thriller,204922,6.1,3.624048,0,19,9,6,12,2.7999999999999998,3.0,3.3999999999999999
1610,Romance,11634,7.2,0.731458,765,77,61,74,58,69.400000000000006,69.799999999999997,67.799999999999997
1611,Comedy,13068,6.3,1.969813,436,411,414,439,417,238.80000000000001,161.0,23.600000000000001
1612,Comedy,158,7.5,2.244155,267,270,270,267,264,184.59999999999999,41.799999999999997,41.200000000000003
1613,Thriller,75638,6.0,1.140726,0,1,1,2,4,1.0,0.20000000000000001,0.40000000000000002
1614,Thriller,116811,6.1,0.150528,81,82,473,470,79,110.0,50.399999999999999,76.599999999999994
1615,Comedy,81250,6.0,1.582507,754,549,552,532,555,186.40000000000001,185.0,217.0
1616,Comedy,10743,6.4,0.921564,0,2,3,1,2,0.20000000000000001,0.80000000000000004,0.59999999999999998
1617,Action,30618,5.9,0.879499,0,75,57,54,69,17.0,17.0,17.0
1618,Comedy,84203,5.3,1.788647,635,512,688,30,523,119.0,174.0,184.59999999999999
1619,Romance,51917,6.4,0.385263,19,659,663,662,666,195.40000000000001,194.80000000000001,143.59999999999999
1620,Action,28465,4.9,0.710545,19,16,22,21,78,10.4,12.0,8.8000000000000007
1621,Action,2749,5.7,1.0456,0,6,3,9,765,52.200000000000003,52.200000000000003,52.200000000000003
1622,Documentary,1667,6.9,0.909638,5,8,3,548,542,66.799999999999997,73.599999999999994,80.799999999999997
1623,Drama,7214,7.2,1.748207,0,54,3,18,738,54.399999999999999,54.600000000000001,53.600000000000001
1624,Comedy,308266,6.8,3.991137,765,760,763,23,392,203.59999999999999,175.40000000000001,161.59999999999999
1625,Comedy,43923,6.9,2.017831,765,762,0,759,763,203.40000000000001,203.40000000000001,203.0
1626,Thriller,8316,5.4,0.645105,0,3,6,9,26,3.2000000000000002,3.0,2.6000000000000001
1627,Comedy,86828,5.7,2.552786,520,521,543,514,517,244.19999999999999,215.19999999999999,63.600000000000001
1628,Action,195269,5.6,0.839213,41,38,44,35,4,16.399999999999999,9.1999999999999993,6.7999999999999998
1629,Action,306650,6.2,0.38469,765,764,763,764,762,254.19999999999999,254.80000000000001,254.59999999999999
1630,Thriller,186,7.4,3.311485,0,2,4,5,1,0.0,0.20000000000000001,2.2000000000000002
1631,Romance,11823,5.9,0.843137,765,762,763,738,735,251.0,251.0,250.59999999999999
1632,Thriller,169219,5.7,0.716449,762,593,596,759,129,185.0,190.19999999999999,192.59999999999999
1633,Action,8967,6.5,1.868699,765,763,764,764,762,254.59999999999999,254.59999999999999,254.40000000000001
1634,Action,332976,4.7,0.289218,15,18,17,12,12,5.2000000000000002,4.4000000000000004,5.2000000000000002
1635,Thriller,26269,6.2,0.730604,756,735,753,765,753,250.80000000000001,250.80000000000001,250.80000000000001
1636,Comedy,152737,6.8,1.416443,42,45,48,45,39,15.800000000000001,10.4,17.600000000000001
1637,Action,131689,4.2,0.256838,0,3,6,9,17,2.6000000000000001,2.3999999999999999,2.0
1638,Drama,272435,6.3,0.906745,765,763,762,759,761,254.40000000000001,254.19999999999999,253.40000000000001
1639,Thriller,121677,6.5,1.217662,749,0,752,750,1,153.19999999999999,151.40000000000001,145.80000000000001
1640,Romance,21542,5.0,0.854841,756,759,753,750,762,252.0,252.0,252.0
1641,Drama,127560,6.7,2.060277,716,709,705,720,719,253.59999999999999,244.40000000000001,215.80000000000001
1642,Comedy,323676,5.5,1.488138,765,762,0,24,21,104.8,104.8,104.8
1643,Comedy,209403,6.3,0.952298,453,43,46,49,45,58.799999999999997,60.200000000000003,8.1999999999999993
1644,Action,137333,6.2,0.537631,762,765,756,753,747,252.19999999999999,252.19999999999999,252.19999999999999
1645,Action,12445,7.8,6.782118,41,24,38,21,43,10.0,8.5999999999999996,14.800000000000001
1646,Comedy,19908,7.2,5.747234,0,2,3,5,8,0.80000000000000004,0.80000000000000004,2.0
1647,Comedy,134375,5.0,1.27827,71,74,69,68,73,66.0,2.0,3.0
1648,Comedy,77953,5.6,0.803014,158,155,24,27,21,16.199999999999999,21.399999999999999,39.399999999999999
1649,Comedy,10090,5.6,0.270236,744,759,357,371,54,104.40000000000001,162.40000000000001,190.19999999999999
1650,Romance,103332,7.0,1.944125,765,762,759,756,753,253.0,253.0,253.0
1651,Thriller,123359,5.8,0.018944,29,93,26,309,306,94.400000000000006,30.600000000000001,27.600000000000001
1652,Thriller,258363,5.6,1.139625,0,765,763,3,764,153.0,153.19999999999999,152.80000000000001
1653,Action,45610,6.4,0.663308,23,20,3,26,17,7.0,6.2000000000000002,4.5999999999999996
1654,Drama,12086,7.3,0.167112,21,30,24,27,23,8.1999999999999993,8.1999999999999993,8.5999999999999996
1655,Comedy,14968,7.6,0.613848,0,3,2,6,1,0.80000000000000004,0.59999999999999998,1.0
1656,Romance,1921,6.4,1.014468,757,762,760,710,747,251.0,250.0,246.19999999999999
1657,Thriller,257444,5.8,0.505329,590,12,66,69,57,66.400000000000006,52.200000000000003,40.200000000000003
1658,Thriller,371504,7.8,0.239505,22,19,24,765,23,55.799999999999997,56.399999999999999,58.399999999999999
1659,Animation,9081,7.5,0.770083,765,0,268,271,265,66.599999999999994,92.400000000000006,154.80000000000001
1660,Action,1535,6.8,1.147306,15,79,76,82,73,11.0,17.399999999999999,36.600000000000001
1661,Romance,76543,7.2,0.331281,626,724,3,1,4,92.799999999999997,90.400000000000006,88.400000000000006
1662,Thriller,87499,6.5,1.267122,115,118,112,121,109,31.0,41.0,43.0
1663,Thriller,111440,5.5,0.473439,0,6,3,6,17,3.6000000000000001,1.6000000000000001,1.2
1664,Romance,77462,5.7,0.532685,762,759,765,532,529,228.59999999999999,221.80000000000001,219.0
1665,Comedy,1493,6.1,1.536082,765,404,401,407,405,230.59999999999999,92.400000000000006,153.40000000000001
1666,Romance,45658,6.0,1.188578,461,717,619,622,616,234.19999999999999,206.80000000000001,166.0
1667,Romance,634,6.5,3.451106,750,0,224,218,224,151.19999999999999,63.799999999999997,68.200000000000003
1668,Action,36647,6.4,3.340156,0,5,2,3,3,0.80000000000000004,0.40000000000000002,1.3999999999999999
1669,Action,241848,6.6,3.756382,20,23,17,35,38,14.4,7.4000000000000004,4.7999999999999998
1670,Romance,26955,7.7,0.634732,59,62,56,69,55,16.800000000000001,19.600000000000001,23.800000000000001
1671,Action,17501,7.3,0.316506,0,6,27,3,7,0.59999999999999998,5.0,3.0
1672,Animation,920,6.5,3.695998,0,689,686,2,1,86.0,92.599999999999994,97.0
1673,Thriller,98357,5.7,1.005303,2,5,0,8,11,1.2,1.2,2.7999999999999998
1674,Romance,330483,6.5,1.875587,0,2,759,763,765,152.80000000000001,153.0,152.0
1675,Comedy,340402,5.4,0.567774,765,648,762,645,764,242.40000000000001,239.40000000000001,235.0
1676,Comedy,51447,6.0,0.606845,765,764,764,763,762,254.19999999999999,254.40000000000001,255.0
1677,Documentary,7872,6.7,0.075353,24,25,36,32,25,5.7999999999999998,5.0,17.600000000000001
1678,Drama,46920,5.7,0.373823,765,762,0,198,759,181.40000000000001,157.19999999999999,158.19999999999999
1679,Drama,205,7.4,1.888259,740,728,740,755,737,254.59999999999999,251.40000000000001,234.0
1680,Action,145221,4.2,0.722562,58,60,63,57,54,18.399999999999999,15.800000000000001,24.199999999999999
1681,Romance,73500,5.4,1.28024,764,761,482,762,762,222.40000000000001,239.0,244.80000000000001
1682,Thriller,322,7.5,1.545907,0,2,4,1,1,0.20000000000000001,0.20000000000000001,1.2
1683,Comedy,8869,5.4,1.068925,765,287,6,762,763,202.19999999999999,157.40000000000001,157.0
1684,Drama,339145,6.2,0.449557,739,742,709,745,712,249.19999999999999,243.40000000000001,236.80000000000001
1685,Action,2080,6.2,0.424162,0,44,41,38,26,11.800000000000001,8.5999999999999996,9.4000000000000004
1686,Action,98567,6.1,1.46151,0,1,3,3,1,0.80000000000000004,0.59999999999999998,0.20000000000000001
1687,Documentary,58496,8.0,1.882122,476,474,22,19,15,105.0,91.799999999999997,4.4000000000000004
1688,Thriller,68734,7.0,3.212731,3,5,3,6,5,1.3999999999999999,0.40000000000000002,2.6000000000000001
1689,Action,2207,6.2,2.075948,6,3,12,9,15,3.0,3.0,3.0
1690,Animation,51482,8.1,0.198636,69,66,72,75,63,23.0,23.0,23.0
1691,Comedy,10870,3.8,0.530368,2,3,1,0,4,0.40000000000000002,1.3999999999999999,0.20000000000000001
1692,Action,34626,6.1,1.465264,3,0,9,6,12,2.0,2.0,2.0
1693,Documentary,30238,7.6,0.268838,204,3,205,2,3,69.599999999999994,7.4000000000000004,6.4000000000000004
1694,Action,79,7.1,1.764936,3,6,8,11,5,3.0,2.3999999999999999,1.2
1695,Thriller,9754,5.5,0.791718,3,6,0,9,756,52.0,51.799999999999997,51.0
1696,Comedy,48916,4.1,0.19972,689,691,692,694,696,254.59999999999999,239.59999999999999,198.19999999999999
1697,Action,185471,4.6,0.585966,2,4,7,6,8,0.40000000000000002,0.0,5.0
1698,Romance,8067,6.1,1.090272,0,765,3,6,764,102.59999999999999,102.40000000000001,102.59999999999999
1699,Drama,157829,6.3,0.956095,34,49,47,33,44,11.199999999999999,11.6,18.600000000000001
1700,Documentary,81167,7.5,0.298311,765,762,759,0,756,202.80000000000001,202.80000000000001,202.80000000000001
1701,Comedy,42171,6.0,0.640389,478,476,479,480,478,249.59999999999999,197.19999999999999,31.399999999999999
1702,Action,44603,5.8,1.616724,7,23,29,19,27,0.80000000000000004,0.59999999999999998,19.600000000000001
1703,Drama,8881,6.7,0.605532,155,695,695,692,698,217.80000000000001,193.0,176.19999999999999
1704,Comedy,167575,5.5,0.609266,3,0,6,9,12,2.0,2.0,2.0
1705,Comedy,1268,6.1,2.136394,765,706,709,763,710,253.80000000000001,245.40000000000001,231.40000000000001
1706,Action,8247,5.9,3.136398,9,77,80,765,6,66.599999999999994,61.0,59.799999999999997
1707,Action,9457,5.9,0.828543,0,2,5,4,3,0.40000000000000002,0.40000000000000002,2.0
1708,Documentary,1776,6.5,0.555165,762,757,760,756,752,253.40000000000001,253.40000000000001,250.59999999999999
1709,Thriller,205891,4.7,0.731033,34,31,37,42,45,19.199999999999999,9.0,9.5999999999999996
1710,Thriller,227877,4.8,0.258512,0,3,1,6,4,1.6000000000000001,0.59999999999999998,0.59999999999999998
1711,Romance,21461,7.5,0.236145,328,765,764,764,763,214.59999999999999,228.59999999999999,233.59999999999999
1712,Comedy,54662,5.7,0.310398,765,762,764,761,763,254.0,254.59999999999999,254.40000000000001
1713,Animation,2114,5.8,2.291039,3,6,0,9,12,2.0,2.0,2.0
1714,Animation,919,6.6,0.386576,0,2,4,3,20,3.2000000000000002,2.2000000000000002,0.40000000000000002
1715,Drama,27569,6.0,0.928047,0,9,759,6,12,52.399999999999999,52.399999999999999,52.399999999999999
1716,Thriller,9532,6.4,3.316084,21,18,21,18,24,6.2000000000000002,7.4000000000000004,6.7999999999999998
1717,Comedy,270010,5.8,2.147086,153,156,156,159,169,0.59999999999999998,61.0,97.0
1718,Comedy,383535,5.6,0.285548,33,30,37,34,29,21.600000000000001,4.4000000000000004,6.5999999999999996
1719,Comedy,2239,6.9,0.192525,506,765,508,503,501,241.0,223.59999999999999,92.0
1720,Comedy,56014,5.5,0.525278,765,236,236,762,759,153.0,187.0,211.59999999999999
1721,Action,174751,5.2,1.49508,29,24,32,542,27,62.200000000000003,37.200000000000003,31.399999999999999
1722,Documentary,13958,8.1,0.229789,89,372,108,97,106,70.0,52.200000000000003,32.200000000000003
1723,Drama,8272,6.7,0.513858,622,635,687,690,625,196.19999999999999,221.40000000000001,234.19999999999999
1724,Drama,266285,6.3,1.508681,60,63,62,57,66,29.399999999999999,27.399999999999999,4.7999999999999998
1725,Thriller,280000,4.2,0.330498,0,3,6,9,12,2.0,2.0,2.0
1726,Romance,12257,4.8,0.340546,3,765,6,382,379,138.59999999999999,107.40000000000001,61.0
1727,Thriller,4413,6.4,1.628034,6,9,7,463,467,97.200000000000003,78.799999999999997,14.4
1728,Action,46528,6.4,1.412496,0,3,6,2,9,1.2,1.2,1.6000000000000001
1729,Romance,22267,6.5,0.527171,0,2,1,3,2,0.20000000000000001,0.80000000000000004,0.59999999999999998
1730,Action,35854,6.8,0.698073,0,3,6,9,1,1.3999999999999999,1.2,1.2
1731,Romance,314405,5.8,1.515169,0,3,1,1,6,0.80000000000000004,0.80000000000000004,0.59999999999999998
1732,Romance,9339,5.9,2.442065,170,167,166,163,173,21.399999999999999,38.399999999999999,108.0
1733,Action,119698,4.7,0.662513,6,765,9,762,12,105.40000000000001,103.0,102.40000000000001
1734,Comedy,369883,7.2,0.621168,264,267,765,261,264,219.40000000000001,79.799999999999997,65.0
1735,Drama,193418,7.7,0.138238,765,29,26,762,23,104.8,106.59999999999999,109.59999999999999
1736,Comedy,39346,5.0,0.422043,11,14,17,20,23,2.0,6.0,9.0
1737,Action,2666,7.2,2.167762,0,765,3,6,9,52.200000000000003,52.200000000000003,52.200000000000003
1738,Thriller,273599,6.3,0.187271,18,21,15,24,27,8.0,6.0,7.0
1739,Action,87178,6.6,0.048446,23,26,29,22,25,7.4000000000000004,7.7999999999999998,9.8000000000000007
1740,Romance,58232,6.3,1.356088,314,317,311,27,320,4.4000000000000004,100.0,153.40000000000001
1741,Thriller,4787,6.1,1.087396,3,0,6,9,12,2.0,2.0,2.0
1742,Comedy,158990,5.8,0.196944,82,85,74,77,80,22.600000000000001,27.0,30.0
1743,Animation,31967,5.9,0.756399,0,3,1,6,3,0.59999999999999998,1.2,0.80000000000000004
1744,Action,80410,4.0,0.792198,31,34,40,43,37,11.0,12.0,14.0
1745,Comedy,70076,5.8,0.342185,765,759,762,762,756,253.40000000000001,253.80000000000001,253.59999999999999
1746,Documentary,411009,6.8,0.351815,8,8,478,484,481,106.59999999999999,92.599999999999994,92.599999999999994
1747,Thriller,244562,5.4,0.156167,6,3,9,11,12,3.0,2.7999999999999998,2.3999999999999999
1748,Comedy,183836,6.0,0.35877,765,762,747,721,753,249.59999999999999,249.80000000000001,250.19999999999999
1749,Romance,9842,5.6,0.566604,756,765,753,756,0,201.59999999999999,202.40000000000001,202.0
1750,Comedy,161545,4.8,0.008965,3,6,764,9,1,52.399999999999999,52.0,52.200000000000003
1751,Romance,10647,6.9,1.994829,6,7,8,9,7,2.0,5.4000000000000004,0.0
1752,Romance,8060,6.1,0.275077,765,762,759,0,756,202.80000000000001,202.80000000000001,202.80000000000001
1753,Action,87827,7.1,6.615222,564,561,569,615,614,250.19999999999999,217.19999999999999,117.2
1754,Comedy,158743,6.3,0.279316,698,701,695,704,692,242.0,236.0,220.0
1755,Romance,256591,6.7,3.455257,13,765,16,14,11,52.200000000000003,53.799999999999997,57.799999999999997
1756,Animation,49948,7.1,1.213795,0,2,7,6,207,5.5999999999999996,9.5999999999999996,29.199999999999999
1757,Thriller,146301,5.0,1.499513,0,3,6,2,9,1.2,1.2,1.6000000000000001
1758,Action,10384,4.8,0.461422,4,5,2,7,9,0.0,0.0,5.4000000000000004
1759,Romance,14859,7.0,0.478922,33,36,30,39,42,12.0,12.0,12.0
1760,Comedy,608,6.0,3.391762,31,7,765,3,762,103.8,104.59999999999999,105.2
1761,Drama,38846,6.1,0.383085,280,274,273,277,274,232.0,19.0,24.600000000000001
1762,Animation,647,6.7,1.916089,667,0,670,3,2,87.200000000000003,89.200000000000003,92.0
1763,Thriller,638,7.3,2.17906,63,66,81,666,663,102.59999999999999,102.59999999999999,102.59999999999999
1764,Action,10200,5.2,3.444904,0,2,765,6,4,51.200000000000003,51.0,53.200000000000003
1765,Comedy,10829,5.4,1.626557,21,603,606,24,23,106.40000000000001,98.400000000000006,50.600000000000001
1766,Thriller,9407,6.0,0.670738,0,3,1,6,6,1.3999999999999999,0.80000000000000004,1.0
1767,Action,36668,6.2,0.250215,0,1,3,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
1768,Thriller,9033,5.8,0.293342,16,27,19,24,30,1.2,6.5999999999999996,15.4
1769,Comedy,320413,5.4,0.601872,129,499,174,171,496,48.600000000000001,105.2,140.0
1770,Drama,7859,6.5,0.923021,765,762,763,57,60,163.80000000000001,161.0,156.59999999999999
1771,Action,11099,5.8,0.76978,765,762,759,87,84,163.80000000000001,163.80000000000001,163.80000000000001
1772,Drama,352187,6.3,0.150821,96,102,93,99,105,29.600000000000001,34.399999999999999,35.0
1773,Comedy,270487,5.7,3.724612,754,758,245,757,755,238.80000000000001,208.40000000000001,206.59999999999999
1774,Comedy,11918,4.8,2.249921,0,3,1,2,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
1775,Comedy,376660,7.5,4.413271,15,765,135,132,763,126.59999999999999,121.0,114.40000000000001
1776,Documentary,355020,8.1,0.124077,765,0,387,396,384,128.80000000000001,128.80000000000001,128.80000000000001
1777,Documentary,20342,7.6,0.213179,10,6,12,8,265,35.399999999999999,17.399999999999999,7.4000000000000004
1778,Thriller,98368,5.4,0.221198,724,721,718,727,715,238.0,242.0,241.0
1779,Action,9042,5.2,1.1631,0,2,3,5,1,0.40000000000000002,0.59999999999999998,1.2
1780,Thriller,12767,4.8,0.678537,0,3,6,9,1,1.2,1.3999999999999999,1.2
1781,Romance,18923,6.6,0.525434,0,3,6,9,710,49.799999999999997,49.0,46.799999999999997
1782,Comedy,10628,4.4,1.317442,0,3,1,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
1783,Comedy,42189,7.6,0.278769,765,5,0,3,3,52.200000000000003,51.799999999999997,51.200000000000003
1784,Action,138376,5.6,1.144782,0,3,6,1,1,0.80000000000000004,0.80000000000000004,0.59999999999999998
1785,Romance,295832,5.8,0.19436,37,35,765,34,32,53.799999999999997,56.200000000000003,70.599999999999994
1786,Animation,12819,5.3,1.035881,219,229,234,217,237,28.0,66.0,133.19999999999999
1787,Animation,16910,5.8,0.59405,54,147,145,9,16,16.0,24.0,34.200000000000003
1788,Drama,55720,6.9,0.946953,0,3,6,653,4,51.799999999999997,47.600000000000001,33.799999999999997
1789,Animation,57718,6.3,0.601471,765,30,27,762,764,156.40000000000001,156.59999999999999,156.59999999999999
