,genre_name,id,vote_average,popularity,pal_intensity_1,pal_intensity_2,pal_intensity_3,pal_intensity_4,pal_intensity_5,avg_red,avg_blue,avg_green
1282,Action,14097,6.9,2.324041,765,0,3,763,6,102.59999999999999,102.59999999999999,102.2
1283,Action,284674,4.8,1.178548,759,756,762,753,319,210.80000000000001,228.0,231.0
1284,Animation,12610,5.9,0.559796,328,254,257,255,260,108.0,55.0,107.8
1285,Romance,12404,6.7,0.454787,14,17,12,15,15,4.4000000000000004,4.2000000000000002,6.0
1286,Thriller,181886,6.7,2.208141,636,633,639,642,630,235.0,214.0,187.0
1287,Documentary,250761,7.0,0.00767,98,95,101,92,89,34.0,33.0,28.0
1288,Drama,10190,6.1,1.092307,231,296,263,234,299,1.0,97.599999999999994,166.0
1289,Romance,261375,5.9,0.732828,15,12,18,31,21,7.4000000000000004,6.4000000000000004,5.5999999999999996
1290,Comedy,10615,5.3,0.395165,765,0,385,764,763,203.59999999999999,175.19999999999999,156.59999999999999
1291,Romance,10563,5.2,0.515107,765,762,764,764,186,219.19999999999999,215.59999999999999,213.40000000000001
1292,Action,43930,6.3,0.617187,10,42,30,39,12,10.800000000000001,8.4000000000000004,7.4000000000000004
1293,Documentary,276918,5.4,0.134733,0,3,1,6,6,0.80000000000000004,1.3999999999999999,1.0
1294,Action,16140,6.7,0.968745,17,20,14,23,26,8.0,7.0,5.0
1295,Action,332411,4.2,1.880684,0,2,5,3,4,0.40000000000000002,0.40000000000000002,2.0
1296,Romance,13967,6.3,1.010675,208,205,211,202,214,24.0,72.0,112.0
1297,Comedy,10588,4.7,1.361467,251,63,224,98,281,35.600000000000001,48.600000000000001,99.200000000000003
1298,Action,77959,6.8,0.182252,0,3,2,6,5,0.80000000000000004,0.80000000000000004,1.6000000000000001
1299,Romance,152742,7.7,3.4888,0,22,19,19,3,6.7999999999999998,4.2000000000000002,1.6000000000000001
1300,Action,18316,5.1,0.894091,0,1,1,765,2,51.200000000000003,51.200000000000003,51.399999999999999
1301,Comedy,45243,6.1,4.704234,0,1,1,3,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
1302,Comedy,63578,7.0,1.168766,688,694,755,726,750,243.40000000000001,241.59999999999999,237.59999999999999
1303,Comedy,2360,6.3,0.257033,601,598,604,700,595,158.40000000000001,215.59999999999999,245.59999999999999
1304,Romance,85446,6.6,2.527768,270,273,273,765,267,69.200000000000003,122.40000000000001,178.0
1305,Romance,31216,7.1,0.224461,3,3,0,5,6,1.8,0.59999999999999998,1.0
1306,Romance,15184,6.2,0.496089,4,0,7,6,2,0.59999999999999998,2.7999999999999998,0.40000000000000002
1307,Drama,7090,5.6,1.225353,0,765,763,3,1,102.2,102.40000000000001,101.8
1308,Drama,12400,6.4,0.720837,0,765,3,1,1,51.399999999999999,51.399999999999999,51.200000000000003
1309,Thriller,291081,7.1,1.700539,0,3,6,9,12,2.0,2.0,2.0
1310,Action,10431,5.9,1.399184,19,0,2,1,1,1.2,1.3999999999999999,2.0
1311,Romance,20068,5.3,0.601358,0,759,3,756,765,151.80000000000001,152.59999999999999,152.19999999999999
1312,Action,378385,5.2,0.76416,79,45,496,502,505,109.59999999999999,111.40000000000001,104.40000000000001
1313,Comedy,34188,5.3,0.558838,765,764,764,763,0,203.80000000000001,203.80000000000001,203.59999999999999
1314,Action,121828,6.9,0.333395,714,717,711,720,708,238.0,238.0,238.0
1315,Thriller,8197,6.3,1.027657,0,3,2,5,6,0.40000000000000002,0.59999999999999998,2.2000000000000002
1316,Romance,10677,5.7,0.888829,18,3,0,15,20,3.6000000000000001,3.6000000000000001,4.0
1317,Romance,323694,5.3,0.294121,0,743,549,746,753,182.19999999999999,185.59999999999999,190.40000000000001
1318,Thriller,9777,6.0,0.963265,8,5,11,13,22,4.0,2.3999999999999999,5.4000000000000004
1319,Comedy,1574,6.8,2.139238,0,3,1,1,6,0.80000000000000004,0.80000000000000004,0.59999999999999998
1320,Action,55292,6.5,1.015059,0,12,9,3,5,3.0,2.3999999999999999,0.40000000000000002
1321,Drama,250538,7.2,1.07447,765,764,763,764,762,254.40000000000001,254.80000000000001,254.40000000000001
1322,Comedy,78476,5.0,0.502045,765,7,764,764,762,203.80000000000001,203.59999999999999,205.0
1323,Thriller,745,7.6,4.271033,0,3,6,2,765,51.600000000000001,51.600000000000001,52.0
1324,Animation,16866,5.7,1.934733,712,709,715,706,718,213.0,246.0,253.0
1325,Thriller,241927,3.6,0.337814,0,678,675,681,672,180.40000000000001,180.40000000000001,180.40000000000001
1326,Action,256731,5.8,0.587168,0,3,6,1,2,0.80000000000000004,0.59999999999999998,1.0
1327,Thriller,50698,6.1,1.128643,45,39,42,36,33,13.0,13.0,13.0
1328,Action,152747,6.5,1.261659,597,606,600,603,588,199.59999999999999,199.59999999999999,199.59999999999999
1329,Comedy,30141,5.8,0.528744,0,3,1,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
1330,Action,209504,5.8,0.93591,6,18,252,257,258,154.0,2.6000000000000001,1.6000000000000001
1331,Romance,13159,5.6,0.666984,765,762,756,764,764,254.0,254.0,254.19999999999999
1332,Documentary,42918,6.5,0.06299,723,654,660,138,212,146.40000000000001,170.59999999999999,160.40000000000001
1333,Documentary,159154,6.1,0.166861,0,765,3,1,2,51.399999999999999,51.200000000000003,51.600000000000001
1334,Romance,62838,5.6,0.758578,0,10,12,6,3,5.5999999999999996,0.40000000000000002,0.20000000000000001
1335,Drama,14325,7.3,0.488923,26,29,25,23,22,9.4000000000000004,8.8000000000000007,6.7999999999999998
1336,Action,71677,5.9,1.23527,0,3,1,763,2,51.399999999999999,51.200000000000003,51.200000000000003
1337,Action,54320,5.2,0.506298,763,27,24,26,23,59.799999999999997,61.399999999999999,51.399999999999999
1338,Thriller,11252,4.8,0.754106,0,749,1,254,1,89.599999999999994,55.0,56.399999999999999
1339,Action,145135,6.1,1.620718,0,2,1,1,3,0.40000000000000002,0.40000000000000002,0.59999999999999998
1340,Comedy,39514,6.5,3.551613,0,1,1,2,3,0.80000000000000004,0.59999999999999998,0.0
1341,Action,38356,6.1,1.273924,0,21,3,1,24,2.7999999999999998,3.7999999999999998,3.2000000000000002
1342,Thriller,43434,6.5,0.639306,733,633,630,629,636,245.40000000000001,221.80000000000001,185.0
1343,Drama,13275,5.8,0.351578,2,6,5,753,765,101.59999999999999,101.40000000000001,103.2
1344,Comedy,317925,6.8,0.145287,692,727,699,695,732,251.19999999999999,232.0,225.80000000000001
1345,Romance,10278,6.4,1.674803,0,3,1,1,6,0.80000000000000004,0.80000000000000004,0.59999999999999998
1346,Action,4515,5.9,0.77963,6,9,12,15,18,4.0,4.0,4.0
1347,Thriller,71672,5.0,1.99238,710,691,707,0,713,187.19999999999999,187.40000000000001,189.59999999999999
1348,Romance,84111,7.3,0.868368,704,710,707,702,704,225.19999999999999,235.19999999999999,245.0
1349,Thriller,120852,6.7,0.177881,159,156,153,162,7,27.0,52.0,48.399999999999999
1350,Drama,1677,7.1,1.26082,0,1,765,2,1,51.200000000000003,51.200000000000003,51.399999999999999
1351,Action,93837,5.7,0.602824,738,737,738,736,739,254.80000000000001,236.0,246.80000000000001
1352,Comedy,381356,7.1,0.526204,480,765,479,481,480,255.0,230.40000000000001,51.600000000000001
1353,Thriller,376579,4.3,0.233505,13,6,3,0,10,1.8,1.8,2.7999999999999998
1354,Romance,290762,7.2,1.625521,765,709,703,764,764,250.19999999999999,241.19999999999999,249.59999999999999
1355,Comedy,379873,5.5,0.195002,3,6,765,12,0,52.399999999999999,52.399999999999999,52.399999999999999
1356,Thriller,376570,6.8,1.50324,18,17,21,27,24,6.2000000000000002,5.4000000000000004,9.8000000000000007
1357,Romance,182,5.9,1.012766,754,755,758,17,759,203.80000000000001,204.19999999999999,200.59999999999999
1358,Animation,11544,7.0,2.658329,447,450,444,446,280,142.40000000000001,121.2,149.80000000000001
1359,Animation,20352,7.1,5.196615,765,764,764,763,762,254.59999999999999,254.59999999999999,254.40000000000001
1360,Comedy,48748,6.4,0.241937,569,566,572,563,575,244.0,163.0,162.0
1361,Comedy,9398,6.2,2.040023,484,712,478,709,475,201.80000000000001,218.19999999999999,151.59999999999999
1362,Animation,10198,6.6,2.532422,6,124,113,113,110,1.6000000000000001,26.0,65.599999999999994
1363,Thriller,69668,5.8,1.091924,4,8,7,2,12,2.3999999999999999,3.7999999999999998,0.40000000000000002
1364,Thriller,250574,6.0,0.388404,3,6,3,0,11,2.7999999999999998,1.6000000000000001,0.20000000000000001
1365,Action,19543,3.6,0.664769,0,3,6,9,12,2.0,2.0,2.0
1366,Romance,329809,6.1,0.322828,722,26,725,34,727,155.59999999999999,150.40000000000001,140.80000000000001
1367,Thriller,169917,6.2,5.379779,765,747,741,759,753,251.0,251.0,251.0
1368,Comedy,83869,4.9,0.06404,765,764,764,763,762,254.59999999999999,254.59999999999999,254.40000000000001
1369,Comedy,194523,6.3,0.214087,3,753,0,6,9,51.399999999999999,51.399999999999999,51.399999999999999
1370,Thriller,11096,6.1,1.053871,0,3,1,1,765,51.399999999999999,51.399999999999999,51.200000000000003
1371,Romance,12496,7.4,0.583799,722,725,719,728,716,246.0,244.0,232.0
1372,Thriller,1698,6.2,1.230804,324,325,321,327,322,226.19999999999999,66.200000000000003,31.399999999999999
1373,Action,13022,6.2,1.226461,765,0,762,763,753,203.0,203.0,202.59999999999999
1374,Romance,9880,6.3,1.611456,725,724,576,573,584,186.19999999999999,212.40000000000001,237.80000000000001
1375,Action,26389,6.1,1.916577,3,9,6,3,12,3.0,1.3999999999999999,2.2000000000000002
1376,Comedy,347969,4.8,1.892088,79,82,82,85,82,56.799999999999997,15.0,10.199999999999999
1377,Thriller,293670,7.1,1.273147,765,764,764,28,36,156.40000000000001,156.80000000000001,158.19999999999999
1378,Thriller,339527,6.1,2.944193,39,36,42,31,34,5.2000000000000002,11.4,19.800000000000001
1379,Comedy,139651,6.0,0.320567,731,734,752,728,755,246.0,246.0,248.0
1380,Documentary,339927,6.8,1.01646,64,61,64,59,67,16.800000000000001,19.600000000000001,26.600000000000001
1381,Action,10916,6.9,0.746364,66,64,58,61,67,19.600000000000001,20.600000000000001,23.0
1382,Comedy,18457,6.4,0.193746,56,28,58,106,27,18.600000000000001,8.4000000000000004,28.0
1383,Comedy,15003,6.9,0.329055,6,12,8,12,10,9.0,0.59999999999999998,0.0
1384,Action,16931,5.1,0.436509,765,0,762,764,764,203.59999999999999,203.59999999999999,203.80000000000001
1385,Thriller,21407,6.2,1.748611,0,6,3,9,6,3.2000000000000002,0.80000000000000004,0.80000000000000004
1386,Thriller,283384,5.6,0.796311,759,759,764,756,765,253.19999999999999,253.80000000000001,253.59999999999999
1387,Romance,8051,6.9,1.676136,0,2,160,1,1,7.7999999999999998,15.800000000000001,9.1999999999999993
1388,Drama,15157,6.1,1.394422,24,24,754,756,760,161.40000000000001,149.0,153.19999999999999
1389,Drama,26149,6.4,0.506149,0,703,698,700,695,193.59999999999999,188.80000000000001,176.80000000000001
1390,Animation,118412,7.2,0.558561,661,659,657,661,683,221.19999999999999,220.59999999999999,222.40000000000001
1391,Drama,7913,7.1,0.351527,765,759,762,752,755,250.80000000000001,253.19999999999999,254.59999999999999
1392,Drama,78571,5.7,0.170996,765,0,307,763,762,185.59999999999999,166.19999999999999,167.59999999999999
1393,Romance,38117,5.9,1.728516,24,35,38,27,30,10.6,9.4000000000000004,10.800000000000001
1394,Romance,9528,6.5,0.469635,500,503,506,497,758,174.59999999999999,168.19999999999999,210.0
1395,Thriller,14913,5.0,0.426119,0,7,2,4,6,1.2,0.0,2.6000000000000001
1396,Action,71469,4.7,1.327222,28,31,34,37,25,9.0,10.0,12.0
1397,Action,153738,5.7,0.263669,763,0,765,1,18,103.2,103.40000000000001,102.8
1398,Drama,348390,6.8,0.43898,11,0,8,14,17,3.6000000000000001,2.0,4.4000000000000004
1399,Romance,55787,6.7,1.389365,0,3,1,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
1400,Comedy,38397,6.9,0.119536,0,274,271,277,268,109.2,59.600000000000001,49.200000000000003
1401,Romance,913,6.7,0.710961,0,2,3,1,5,0.40000000000000002,0.59999999999999998,1.2
1402,Action,12155,6.3,5.122473,765,763,764,764,703,249.40000000000001,251.0,251.40000000000001
1403,Documentary,250766,7.6,0.339951,0,47,35,26,25,1.6000000000000001,9.4000000000000004,15.6
1404,Comedy,168615,4.1,0.275869,501,506,682,681,509,148.0,207.80000000000001,220.0
1405,Romance,5458,4.4,0.618283,3,0,5,598,2,46.600000000000001,38.0,37.0
1406,Action,10461,4.9,1.164337,765,0,762,3,6,102.40000000000001,102.40000000000001,102.40000000000001
1407,Comedy,441,6.1,0.565524,705,716,724,0,705,189.40000000000001,189.40000000000001,191.19999999999999
1408,Action,23963,6.6,0.345779,0,3,6,9,13,1.8,2.0,2.3999999999999999
1409,Comedy,18955,4.4,0.13336,765,762,759,207,756,242.19999999999999,202.80000000000001,204.80000000000001
1410,Comedy,266294,5.8,1.60903,765,353,74,77,764,148.80000000000001,113.8,144.0
1411,Thriller,167963,6.2,0.182448,18,3,19,0,21,3.6000000000000001,4.2000000000000002,4.4000000000000004
1412,Action,393,7.6,4.532251,281,0,284,516,533,197.19999999999999,96.599999999999994,29.0
1413,Action,38541,5.6,1.017473,8,0,3,6,9,2.2000000000000002,1.3999999999999999,1.6000000000000001
1414,Comedy,17097,5.3,0.653107,723,0,756,648,697,190.80000000000001,188.59999999999999,185.40000000000001
1415,Thriller,254200,6.8,0.981372,0,765,3,1,39,52.600000000000001,54.399999999999999,54.600000000000001
1416,Comedy,13713,5.4,0.00426,64,765,61,764,761,159.80000000000001,161.19999999999999,162.0
1417,Animation,196750,7.1,1.204445,0,765,3,2,5,51.399999999999999,51.399999999999999,52.200000000000003
1418,Drama,327528,6.9,0.739564,16,18,21,18,24,4.7999999999999998,7.5999999999999996,7.0
1419,Animation,12889,6.8,0.451391,0,3,80,6,1,8.1999999999999993,0.59999999999999998,9.1999999999999993
1420,Romance,47261,6.5,0.483507,0,3,2,6,6,1.2,0.80000000000000004,1.3999999999999999
1421,Documentary,123431,6.3,0.033402,27,45,42,48,39,13.4,13.4,13.4
1422,Romance,7861,6.2,0.341657,463,464,765,466,465,253.80000000000001,213.40000000000001,57.399999999999999
1423,Animation,12,7.5,6.079708,765,762,764,764,761,253.80000000000001,254.59999999999999,254.80000000000001
1424,Romance,13523,6.0,1.453739,765,665,0,670,717,188.19999999999999,188.0,187.19999999999999
1425,Comedy,91070,5.2,0.189542,765,763,761,758,759,254.80000000000001,254.80000000000001,251.59999999999999
1426,Action,250551,5.7,0.083126,724,718,716,718,715,252.80000000000001,235.59999999999999,229.80000000000001
1427,Comedy,13498,5.5,0.576653,731,327,734,734,728,237.40000000000001,206.80000000000001,206.59999999999999
1428,Action,102382,6.5,5.118361,11,25,706,764,763,146.80000000000001,151.40000000000001,155.59999999999999
1429,Action,13600,6.2,1.58819,40,37,34,43,31,11.0,12.0,14.0
1430,Romance,11490,6.7,0.048382,765,762,60,159,56,120.59999999999999,120.0,119.8
1431,Action,44048,6.3,2.05329,2,5,0,1,4,1.2,0.20000000000000001,1.0
1432,Thriller,228496,3.4,0.340292,3,5,8,11,12,3.7999999999999998,3.0,1.0
1433,Comedy,7553,6.2,1.694531,686,683,680,689,677,217.0,230.0,236.0
1434,Comedy,157099,6.0,1.269132,765,759,756,753,762,253.0,253.0,253.0
1435,Drama,613,7.6,1.524952,0,53,56,50,59,11.6,14.800000000000001,17.199999999999999
1436,Thriller,2652,6.9,2.44016,692,689,686,683,695,238.0,236.0,215.0
1437,Action,204435,5.9,0.245475,9,12,0,6,3,2.0,2.0,2.0
1438,Romance,10390,6.3,0.52686,526,529,535,523,532,229.0,184.0,116.0
1439,Drama,259943,6.9,0.071283,712,709,703,706,702,236.0,236.0,234.40000000000001
1440,Comedy,33365,6.2,0.396884,765,762,759,672,756,247.80000000000001,247.40000000000001,247.59999999999999
1441,Thriller,329815,5.9,0.585249,55,43,45,50,50,0.59999999999999998,3.2000000000000002,44.799999999999997
1442,Comedy,31117,2.1,0.939438,765,762,764,759,759,253.19999999999999,254.19999999999999,254.40000000000001
1443,Thriller,103620,6.0,0.938422,0,3,6,9,1,1.2,1.3999999999999999,1.2
1444,Comedy,325189,6.5,0.553767,309,312,321,341,318,45.799999999999997,120.0,154.40000000000001
1445,Thriller,15472,7.4,3.150166,0,3,6,1,1,0.80000000000000004,0.80000000000000004,0.59999999999999998
1446,Action,333669,6.0,2.466404,718,699,715,702,721,236.0,239.19999999999999,235.80000000000001
1447,Comedy,15544,3.8,1.50461,765,528,306,764,764,250.0,207.19999999999999,168.19999999999999
1448,Action,384798,5.1,1.158659,15,18,12,21,9,5.0,5.0,5.0
1449,Romance,40850,5.9,0.352765,765,762,764,762,756,253.40000000000001,254.40000000000001,254.0
1450,Comedy,9713,4.8,0.798273,765,759,753,733,762,251.19999999999999,251.0,252.19999999999999
1451,Comedy,244514,4.4,0.025325,765,762,759,764,764,254.19999999999999,254.19999999999999,254.40000000000001
1452,Action,103328,6.9,0.742,207,26,23,29,25,17.600000000000001,29.199999999999999,15.199999999999999
1453,Comedy,94363,5.6,2.211836,765,764,764,763,761,254.0,254.80000000000001,254.59999999999999
1454,Action,59859,6.3,2.58253,101,0,104,1,2,14.6,13.199999999999999,13.800000000000001
1455,Drama,10822,5.7,0.575468,0,620,1,617,762,139.19999999999999,133.80000000000001,127.0
1456,Romance,11807,7.2,0.327138,765,15,763,762,764,204.80000000000001,204.59999999999999,204.40000000000001
1457,Thriller,127651,6.2,0.081471,6,8,11,6,9,6.2000000000000002,1.2,0.59999999999999998
1458,Comedy,34729,5.3,0.475519,409,51,0,45,40,42.399999999999999,17.399999999999999,49.200000000000003
1459,Drama,121872,6.1,1.023187,21,24,23,26,26,7.0,1.3999999999999999,15.6
1460,Animation,327418,5.6,0.544827,58,71,74,68,55,14.0,19.199999999999999,32.0
1461,Action,94352,6.0,0.897099,0,765,2,3,764,102.0,102.2,102.59999999999999
1462,Comedy,382518,5.8,0.627964,759,765,760,759,756,254.40000000000001,254.19999999999999,251.19999999999999
1463,Comedy,97434,5.0,1.481183,765,245,764,763,764,240.59999999999999,209.19999999999999,210.40000000000001
1464,Comedy,86541,5.7,0.232149,655,656,657,655,703,180.59999999999999,235.40000000000001,249.19999999999999
1465,Action,44037,4.0,1.514065,0,715,717,3,708,153.19999999999999,145.59999999999999,129.80000000000001
1466,Action,9520,6.0,0.522684,6,3,0,9,8,1.6000000000000001,1.6000000000000001,2.0
1467,Romance,38543,6.2,1.073109,24,30,21,33,765,57.600000000000001,58.799999999999997,58.200000000000003
1468,Animation,182131,7.0,0.50507,420,395,417,518,487,71.799999999999997,147.80000000000001,227.80000000000001
1469,Action,281780,6.8,0.776529,738,735,741,732,729,245.0,245.0,245.0
1470,Thriller,46420,6.7,0.4344,3,0,6,765,4,52.0,52.0,51.600000000000001
1471,Romance,42188,6.8,1.642536,559,562,565,556,568,188.0,194.0,180.0
1472,Thriller,33195,6.3,0.9004,3,6,9,0,12,2.0,2.0,2.0
1473,Romance,54054,5.2,1.584793,597,450,600,451,562,204.59999999999999,206.40000000000001,121.0
1474,Comedy,353069,5.6,2.260327,765,764,762,764,762,254.0,254.59999999999999,254.80000000000001
1475,Romance,10744,6.7,0.321988,0,3,2,6,5,0.80000000000000004,0.80000000000000004,1.6000000000000001
1476,Action,13300,5.6,0.842798,468,22,23,23,469,107.0,79.400000000000006,14.6
1477,Comedy,333103,7.0,0.401511,254,765,345,0,254,175.40000000000001,74.200000000000003,74.0
1478,Action,1255,6.7,0.948117,46,43,6,3,40,8.4000000000000004,7.7999999999999998,11.4
1479,Comedy,337677,5.8,0.396469,762,765,614,611,615,217.19999999999999,230.59999999999999,225.59999999999999
1480,Comedy,309887,5.6,0.555664,255,728,731,725,26,149.59999999999999,199.0,144.40000000000001
1481,Romance,229582,6.9,0.286727,36,39,42,45,33,13.0,13.0,13.0
1482,Thriller,37414,6.0,0.860742,0,3,1,1,4,1.2,0.40000000000000002,0.20000000000000001
1483,Animation,110420,8.0,2.382796,664,670,673,667,667,201.0,230.80000000000001,236.40000000000001
1484,Action,282069,6.6,0.456086,728,763,760,709,728,236.80000000000001,251.59999999999999,249.19999999999999
1485,Romance,12912,6.1,0.29429,292,301,289,139,295,194.59999999999999,28.399999999999999,40.200000000000003
1486,Comedy,407655,6.0,0.728058,6,762,759,9,761,152.19999999999999,152.59999999999999,154.59999999999999
1487,Comedy,62213,5.7,2.525109,0,2,50,52,54,0.0,0.0,31.600000000000001
1488,Action,12484,4.8,0.416049,12,15,43,66,69,12.0,15.6,13.4
1489,Comedy,404378,7.6,1.495679,762,731,728,756,725,243.0,245.59999999999999,251.80000000000001
1490,Romance,79464,7.3,0.104287,0,765,762,3,3,102.59999999999999,101.8,102.2
1491,Comedy,328720,5.8,0.067267,427,667,655,765,661,221.0,224.80000000000001,189.19999999999999
1492,Comedy,310,6.3,3.661388,370,373,367,376,364,78.0,125.0,167.0
